,problemId,titleKo,isSolvable,isPartial,acceptedUserCount,level,votedUserCount,sprout,givesNoRating,isLevelLocked,averageTries,official,tag
11505,12666.0,Mine Layer (Large),True,False,13.0,23.0,4.0,False,False,False,1.5385,True,"ad_hoc,inclusion_and_exclusion,"
11506,12667.0,Bridge Builders (Small),True,False,11.0,18.0,4.0,False,False,False,1.4545,True,"bfs,graphs,graph_traversal,mst,"
11507,12668.0,Bridge Builders (Large),True,False,8.0,23.0,4.0,False,False,False,1.375,True,"bfs,graphs,graph_traversal,mst,"
11508,12669.0,The Year of Code Jam (Small),True,False,13.0,21.0,3.0,False,False,False,1.1538,True,"bitmask,dp,dp_bitfield,"
11509,12670.0,The Year of Code Jam (Large),True,False,16.0,25.0,7.0,False,False,False,2.0625,True,"ad_hoc,flow,mfmc,"
11510,12671.0,Scaled Triangle (Small),True,False,2.0,0.0,0.0,False,False,False,1.0,True,
11511,12672.0,삼각형 변환 (Large),True,False,1.0,0.0,0.0,False,False,False,1.0,True,
11512,12673.0,Painting a Fence (Small),True,False,1.0,0.0,0.0,False,False,False,1.0,True,
11513,12674.0,Painting a Fence (Large),True,False,1.0,0.0,0.0,False,False,False,1.0,True,
11514,12675.0,Rainbow Trees (Small),True,False,1.0,0.0,0.0,False,False,False,1.0,True,
11515,12676.0,Rainbow Trees (Large),True,False,1.0,0.0,0.0,False,False,False,1.0,True,
11516,12677.0,Bus Stops (Small),True,False,1.0,0.0,0.0,False,False,False,1.0,True,
11517,12678.0,Bus Stops (Large),True,False,1.0,0.0,0.0,False,False,False,2.0,True,
11518,12679.0,Mixing Bowls (Small),True,False,9.0,10.0,1.0,False,False,False,2.2222,True,
11519,12680.0,Mixing Bowls (Large),True,False,8.0,15.0,1.0,False,False,False,2.75,True,
11520,12681.0,Code Sequence (Small),True,False,4.0,11.0,2.0,False,False,False,1.25,True,"math,"
11521,12682.0,Code Sequence (Large),True,False,4.0,18.0,1.0,False,False,False,2.75,True,"math,"
11522,12683.0,Test Passing Probability (Small),True,False,9.0,7.0,2.0,False,False,False,1.1111,True,
11523,12684.0,Test Passing Probability (Large),True,False,7.0,13.0,2.0,False,False,False,2.7143,True,"dp,greedy,"
11524,12685.0,King (Small),True,False,6.0,19.0,4.0,False,False,False,1.1667,True,"bitmask,dp,dp_bitfield,game_theory,sprague_grundy,"
11525,12686.0,King (Large),True,False,0.0,0.0,0.0,False,False,False,0.0,True,
11526,12687.0,What are Birds? (Small),True,False,8.0,13.0,2.0,False,False,False,1.0,True,
11527,12688.0,What are Birds? (Large),True,False,9.0,14.0,3.0,False,False,False,2.0,True,"ad_hoc,geometry,"
11528,12689.0,Apocalypse Soon (Small),True,False,0.0,0.0,0.0,False,False,False,0.0,True,
